Date	Value
May 31, 1924	17.22
Apr 30, 1924	17.29
Mar 31, 1924	17.26
Feb 29, 1924	17.24
Jan 31, 1924	17.21
Dec 31, 1923	17.28
Nov 30, 1923	16.86
Oct 31, 1923	16.43
Sep 30, 1923	16.10
Aug 31, 1923	15.76
Jul 31, 1923	15.24
Jun 30, 1923	14.99
May 31, 1923	14.64
Apr 30, 1923	14.20
Mar 31, 1923	13.85
Feb 28, 1923	13.41
Jan 31, 1923	12.97
Dec 31, 1922	12.46
Nov 30, 1922	11.93
Oct 31, 1922	11.39
Sep 30, 1922	10.84
Aug 31, 1922	10.23
Jul 31, 1922	9.50
Jun 30, 1922	8.95
May 31, 1922	8.34
Apr 30, 1922	7.73
Mar 31, 1922	7.13
Feb 28, 1922	6.44
Jan 31, 1922	5.84
Dec 31, 1921	5.11
Nov 30, 1921	5.83
Oct 31, 1921	6.54
Sep 30, 1921	7.28
Aug 31, 1921	7.93
Jul 31, 1921	8.66
Jun 30, 1921	9.45
May 31, 1921	10.13
Apr 30, 1921	10.62
Mar 31, 1921	11.21
Feb 28, 1921	11.86
Jan 31, 1921	12.16
Dec 31, 1920	12.58
Nov 30, 1920	12.49
Oct 31, 1920	12.60
Sep 30, 1920	12.70
Aug 31, 1920	12.67
Jul 31, 1920	12.53
Jun 30, 1920	12.63
May 31, 1920	12.97
Apr 30, 1920	13.33
Mar 31, 1920	13.90
Feb 29, 1920	14.21
Jan 31, 1920	14.53
Dec 31, 1919	15.01
Nov 30, 1919	15.42
Oct 31, 1919	15.85
Sep 30, 1919	16.20
Aug 31, 1919	16.38
Jul 31, 1919	16.75
Jun 30, 1919	17.33
May 31, 1919	17.42
Apr 30, 1919	17.72
Mar 31, 1919	18.14
Feb 28, 1919	18.46
Jan 31, 1919	18.21
Dec 31, 1918	18.31
Nov 30, 1918	18.98
Oct 31, 1918	19.79
Sep 30, 1918	20.66
Aug 31, 1918	21.54
Jul 31, 1918	22.45
Jun 30, 1918	23.56
May 31, 1918	24.39
Apr 30, 1918	25.42
Mar 31, 1918	26.33
Feb 28, 1918	26.66
Jan 31, 1918	27.37
Dec 31, 1917	28.51
Nov 30, 1917	29.40
Oct 31, 1917	29.88
Sep 30, 1917	30.81
Aug 31, 1917	31.99
Jul 31, 1917	32.99
Jun 30, 1917	32.98
May 31, 1917	33.99
Apr 30, 1917	35.04
Mar 31, 1917	37.33
Feb 28, 1917	37.83
Jan 31, 1917	39.35
Dec 31, 1916	40.24
Nov 30, 1916	39.16
Oct 31, 1916	38.40
Sep 30, 1916	37.60
Aug 31, 1916	36.75
Jul 31, 1916	35.57
Jun 30, 1916	34.04
May 31, 1916	32.82
Apr 30, 1916	31.58
Mar 31, 1916	30.28
Feb 29, 1916	28.99
Jan 31, 1916	27.41
Dec 31, 1915	26.07
Nov 30, 1915	25.18
Oct 31, 1915	24.53
Sep 30, 1915	23.86
Aug 31, 1915	22.96
Jul 31, 1915	22.05
Jun 30, 1915	21.15
May 31, 1915	20.24
Apr 30, 1915	19.53
Mar 31, 1915	18.80
Feb 28, 1915	17.70
Jan 31, 1915	16.61
Dec 31, 1914	15.71
Nov 30, 1914	15.83
Oct 31, 1914	16.26
Sep 30, 1914	16.38
Aug 31, 1914	16.65
Jul 31, 1914	17.26
Jun 30, 1914	17.72
May 31, 1914	18.00
Apr 30, 1914	18.47
Mar 31, 1914	18.57
Feb 28, 1914	18.85
Jan 31, 1914	18.94
Dec 31, 1913	19.22
Nov 30, 1913	19.21
Oct 31, 1913	19.58
Sep 30, 1913	19.76
Aug 31, 1913	20.13
Jul 31, 1913	20.32
Jun 30, 1913	20.70
May 31, 1913	21.10
Apr 30, 1913	21.07
Mar 31, 1913	21.25
Feb 28, 1913	21.43
Jan 31, 1913	21.61
Dec 31, 1912	22.02
Nov 30, 1912	21.51
Oct 31, 1912	21.22
Sep 30, 1912	20.94
Aug 31, 1912	20.86
Jul 31, 1912	20.77
Jun 30, 1912	20.48
May 31, 1912	20.00
Apr 30, 1912	19.71
Mar 31, 1912	20.00
Feb 29, 1912	20.11
Jan 31, 1912	20.02
Dec 31, 1911	19.91
Nov 30, 1911	20.11
Oct 31, 1911	20.27
Sep 30, 1911	20.66
Aug 31, 1911	21.28
Jul 31, 1911	22.35
Jun 30, 1911	23.01
May 31, 1911	23.42
Apr 30, 1911	23.83
Mar 31, 1911	23.46
Feb 28, 1911	24.12
Jan 31, 1911	23.74
Dec 31, 1910	24.13
Nov 30, 1910	24.21
Oct 31, 1910	23.81
Sep 30, 1910	23.20
Aug 31, 1910	23.04
Jul 31, 1910	22.88
Jun 30, 1910	22.96
May 31, 1910	22.83
Apr 30, 1910	22.48
Mar 31, 1910	22.75
Feb 28, 1910	23.27
Jan 31, 1910	23.35
Dec 31, 1909	23.21
Nov 30, 1909	22.96
Oct 31, 1909	22.73
Sep 30, 1909	22.70
Aug 31, 1909	22.46
Jul 31, 1909	22.19
Jun 30, 1909	21.70
May 31, 1909	21.44
Apr 30, 1909	21.16
Mar 31, 1909	21.09
Feb 28, 1909	20.59
Jan 31, 1909	20.31
Dec 31, 1908	19.58
Nov 30, 1908	20.02
Oct 31, 1908	20.45
Sep 30, 1908	20.92
Aug 31, 1908	21.16
Jul 31, 1908	21.39
Jun 30, 1908	21.84
May 31, 1908	22.08
Apr 30, 1908	22.31
Mar 31, 1908	22.81
Feb 29, 1908	23.05
Jan 31, 1908	23.02
Dec 31, 1907	23.01
Nov 30, 1907	22.81
Oct 31, 1907	22.15
Sep 30, 1907	22.64
Aug 31, 1907	22.92
Jul 31, 1907	23.20
Jun 30, 1907	23.47
May 31, 1907	24.00
Apr 30, 1907	24.80
Mar 31, 1907	25.08
Feb 28, 1907	25.09
Jan 31, 1907	25.92
Dec 31, 1906	25.94
Nov 30, 1906	25.94
Oct 31, 1906	25.98
Sep 30, 1906	26.29
Aug 31, 1906	26.30
Jul 31, 1906	26.62
Jun 30, 1906	25.49
May 31, 1906	25.22
Apr 30, 1906	25.22
Mar 31, 1906	24.95
Feb 28, 1906	24.68
Jan 31, 1906	24.41
Dec 31, 1905	24.13
Nov 30, 1905	23.88
Oct 31, 1905	23.58
Sep 30, 1905	23.03
Aug 31, 1905	22.24
Jul 31, 1905	21.93
Jun 30, 1905	21.37
May 31, 1905	20.82
Apr 30, 1905	20.05
Mar 31, 1905	19.50
Feb 28, 1905	18.73
Jan 31, 1905	18.19
Dec 31, 1904	17.65
Nov 30, 1904	17.77
Oct 31, 1904	18.30
Sep 30, 1904	18.42
Aug 31, 1904	18.77
Jul 31, 1904	19.11
Jun 30, 1904	19.23
May 31, 1904	19.36
Apr 30, 1904	19.04
Mar 31, 1904	18.96
Feb 29, 1904	18.85
Jan 31, 1904	19.41
Dec 31, 1903	19.99
Nov 30, 1903	20.30
Oct 31, 1903	20.39
Sep 30, 1903	20.45
Aug 31, 1903	21.01
Jul 31, 1903	21.32
Jun 30, 1903	21.63
May 31, 1903	21.94
Apr 30, 1903	21.75
Mar 31, 1903	22.05
Feb 28, 1903	21.61
Jan 31, 1903	21.90
Dec 31, 1902	22.46
Nov 30, 1902	22.31
Oct 31, 1902	21.21
Sep 30, 1902	22.29
Aug 31, 1902	22.13
Jul 31, 1902	21.48
Jun 30, 1902	21.07
May 31, 1902	20.90
Apr 30, 1902	20.75
Mar 31, 1902	20.57
Feb 28, 1902	20.15
Jan 31, 1902	19.73
Dec 31, 1901	19.09
Nov 30, 1901	19.25
Oct 31, 1901	19.43
Sep 30, 1901	19.36
Aug 31, 1901	19.52
Jul 31, 1901	19.71
Jun 30, 1901	19.88
May 31, 1901	19.81
Apr 30, 1901	19.75
Mar 31, 1901	19.45
Feb 28, 1901	19.38
Jan 31, 1901	19.06
Dec 31, 1900	19.24
Nov 30, 1900	19.00
Oct 31, 1900	19.00
Sep 30, 1900	18.78
Aug 31, 1900	19.00
Jul 31, 1900	18.78
Jun 30, 1900	19.00
May 31, 1900	18.78
Apr 30, 1900	18.33
Mar 31, 1900	18.33
Feb 28, 1900	18.33
Jan 31, 1900	18.54
Dec 31, 1899	18.54
Nov 30, 1899	18.35
Oct 31, 1899	18.14
Sep 30, 1899	17.94
Aug 31, 1899	18.18
Jul 31, 1899	17.97
Jun 30, 1899	17.73
May 31, 1899	17.52
Apr 30, 1899	17.05
Mar 31, 1899	16.79
Feb 28, 1899	16.32
Jan 31, 1899	16.28
Dec 31, 1898	15.80
Nov 30, 1898	15.88
Oct 31, 1898	15.73
Sep 30, 1898	15.58
Aug 31, 1898	15.42
Jul 31, 1898	15.27
Jun 30, 1898	14.89
May 31, 1898	13.79
Apr 30, 1898	14.59
Mar 31, 1898	14.44
Feb 28, 1898	14.29
Jan 31, 1898	14.35
Dec 31, 1897	14.20
Nov 30, 1897	13.82
Oct 31, 1897	13.44
Sep 30, 1897	12.86
Aug 31, 1897	12.85
Jul 31, 1897	13.04
Jun 30, 1897	12.63
May 31, 1897	12.23
Apr 30, 1897	11.65
Mar 31, 1897	11.08
Feb 28, 1897	10.69
Jan 31, 1897	10.29
Dec 31, 1896	9.62
Nov 30, 1896	9.77
Oct 31, 1896	10.22
Sep 30, 1896	10.69
Aug 31, 1896	10.85
Jul 31, 1896	11.01
Jun 30, 1896	11.17
May 31, 1896	11.17
Apr 30, 1896	11.16
Mar 31, 1896	11.15
Feb 29, 1896	11.30
Jan 31, 1896	11.30
Dec 31, 1895	11.28
Nov 30, 1895	10.80
Oct 31, 1895	10.47
Sep 30, 1895	10.13
Aug 31, 1895	9.80
Jul 31, 1895	9.33
Jun 30, 1895	8.88
May 31, 1895	8.67
Apr 30, 1895	8.46
Mar 31, 1895	8.48
Feb 28, 1895	8.13
Jan 31, 1895	7.78
Dec 31, 1894	7.43
Nov 30, 1894	7.71
Oct 31, 1894	8.10
Sep 30, 1894	8.24
Aug 31, 1894	8.72
Jul 31, 1894	9.37
Jun 30, 1894	9.75
May 31, 1894	10.14
Apr 30, 1894	10.53
Mar 31, 1894	10.91
Feb 28, 1894	10.98
Jan 31, 1894	11.21
Dec 31, 1893	11.27
Nov 30, 1893	11.50
Oct 31, 1893	11.58
Sep 30, 1893	12.13
Aug 31, 1893	13.03
Jul 31, 1893	12.90
Jun 30, 1893	12.95
May 31, 1893	13.00
Apr 30, 1893	13.19
Mar 31, 1893	13.40
Feb 28, 1893	13.43
Jan 31, 1893	13.93
Dec 31, 1892	14.83
Nov 30, 1892	14.91
Oct 31, 1892	15.19
Sep 30, 1892	15.09
Aug 31, 1892	14.98
Jul 31, 1892	15.09
Jun 30, 1892	15.39
May 31, 1892	15.28
Apr 30, 1892	15.17
Mar 31, 1892	14.85
Feb 29, 1892	14.36
Jan 31, 1892	14.26
Dec 31, 1891	13.79
Nov 30, 1891	13.62
Oct 31, 1891	13.30
Sep 30, 1891	13.13
Aug 31, 1891	12.79
Jul 31, 1891	12.63
Jun 30, 1891	12.32
May 31, 1891	11.87
Apr 30, 1891	11.57
Mar 31, 1891	11.55
Feb 28, 1891	11.52
Jan 31, 1891	11.51
Dec 31, 1890	11.20
Nov 30, 1890	11.23
Oct 31, 1890	11.00
Sep 30, 1890	11.03
Aug 31, 1890	11.20
Jul 31, 1890	11.64
Jun 30, 1890	11.67
May 31, 1890	11.71
Apr 30, 1890	11.90
Mar 31, 1890	11.93
Feb 28, 1890	11.96
Jan 31, 1890	12.00
Dec 31, 1889	11.73
Nov 30, 1889	11.74
Oct 31, 1889	11.61
Sep 30, 1889	11.48
Aug 31, 1889	11.49
Jul 31, 1889	11.36
Jun 30, 1889	11.23
May 31, 1889	11.09
Apr 30, 1889	10.69
Mar 31, 1889	10.56
Feb 28, 1889	10.30
Jan 31, 1889	10.05
Dec 31, 1888	9.58
Nov 30, 1888	9.89
Oct 31, 1888	10.32
Sep 30, 1888	10.75
Aug 31, 1888	11.06
Jul 31, 1888	11.38
Jun 30, 1888	11.84
May 31, 1888	12.00
Apr 30, 1888	12.19
Mar 31, 1888	12.34
Feb 29, 1888	12.65
Jan 31, 1888	12.82
Dec 31, 1887	13.27
Nov 30, 1887	13.48
Oct 31, 1887	13.56
Sep 30, 1887	13.61
Aug 31, 1887	13.37
Jul 31, 1887	13.42
Jun 30, 1887	13.17
May 31, 1887	12.92
Apr 30, 1887	12.82
Mar 31, 1887	12.73
Feb 28, 1887	12.63
Jan 31, 1887	12.70
Dec 31, 1886	12.91
Nov 30, 1886	12.86
Oct 31, 1886	12.66
Sep 30, 1886	12.47
Aug 31, 1886	12.27
Jul 31, 1886	12.23
Jun 30, 1886	12.17
May 31, 1886	11.83
Apr 30, 1886	11.34
Mar 31, 1886	11.01
Feb 28, 1886	10.69
Jan 31, 1886	10.50
Dec 31, 1885	10.07
Nov 30, 1885	10.44
Oct 31, 1885	10.69
Sep 30, 1885	10.81
Aug 31, 1885	10.82
Jul 31, 1885	10.95
Jun 30, 1885	11.20
May 31, 1885	11.06
Apr 30, 1885	10.93
Mar 31, 1885	11.19
Feb 28, 1885	11.06
Jan 31, 1885	11.30
Dec 31, 1884	11.42
Nov 30, 1884	11.57
Oct 31, 1884	11.58
Sep 30, 1884	11.71
Aug 31, 1884	11.86
Jul 31, 1884	12.12
Jun 30, 1884	12.24
May 31, 1884	12.50
Apr 30, 1884	12.49
Mar 31, 1884	12.48
Feb 29, 1884	12.73
Jan 31, 1884	12.97
Dec 31, 1883	13.22
Nov 30, 1883	13.45
Oct 31, 1883	13.39
Sep 30, 1883	13.47
Aug 31, 1883	13.42
Jul 31, 1883	13.50
Jun 30, 1883	13.31
May 31, 1883	13.00
Apr 30, 1883	12.94
Mar 31, 1883	12.90
Feb 28, 1883	12.85
Jan 31, 1883	13.06
Dec 31, 1882	13.13
Nov 30, 1882	13.03
Oct 31, 1882	12.94
Sep 30, 1882	12.84
Aug 31, 1882	12.52
Jul 31, 1882	12.65
Jun 30, 1882	12.57
May 31, 1882	12.70
Apr 30, 1882	12.85
Mar 31, 1882	12.98
Feb 28, 1882	13.01
Jan 31, 1882	13.16
Dec 31, 1881	13.19
Nov 30, 1881	13.31
Oct 31, 1881	13.31
Sep 30, 1881	13.56
Aug 31, 1881	14.22
Jul 31, 1881	14.63
Jun 30, 1881	14.92
May 31, 1881	15.05
Apr 30, 1881	15.03
Mar 31, 1881	15.32
Feb 28, 1881	15.45
Jan 31, 1881	15.73
Dec 31, 1880	15.72
Nov 30, 1880	15.57
Oct 31, 1880	15.44
Sep 30, 1880	15.14
Aug 31, 1880	14.98
Jul 31, 1880	14.68
Jun 30, 1880	14.38
May 31, 1880	13.79
Apr 30, 1880	13.11
Mar 31, 1880	12.32
Feb 29, 1880	12.16
Jan 31, 1880	11.89
Dec 31, 1879	11.95
Nov 30, 1879	12.12
Oct 31, 1879	12.57
Sep 30, 1879	13.06
Aug 31, 1879	13.30
Jul 31, 1879	13.08
Jun 30, 1879	13.01
May 31, 1879	12.65
Apr 30, 1879	12.43
Mar 31, 1879	12.07
Feb 28, 1879	11.73
Jan 31, 1879	11.64
Dec 31, 1878	11.56
Nov 30, 1878	11.27
Oct 31, 1878	11.11
Sep 30, 1878	10.96
Aug 31, 1878	10.93
Jul 31, 1878	11.02
Jun 30, 1878	11.12
May 31, 1878	10.84
Apr 30, 1878	10.46
Mar 31, 1878	10.32
Feb 28, 1878	10.08
Jan 31, 1878	9.94
Dec 31, 1877	9.62
Nov 30, 1877	9.57
Oct 31, 1877	9.33
Sep 30, 1877	9.28
Aug 31, 1877	9.13
Jul 31, 1877	8.74
Jun 30, 1877	8.77
May 31, 1877	8.25
Apr 30, 1877	8.35
Mar 31, 1877	8.54
Feb 28, 1877	8.11
Jan 31, 1877	7.86
Dec 31, 1876	7.95
Nov 30, 1876	8.28
Oct 31, 1876	8.55
Sep 30, 1876	8.90
Aug 31, 1876	9.19
Jul 31, 1876	9.47
Jun 30, 1876	9.68
May 31, 1876	9.61
Apr 30, 1876	9.46
Mar 31, 1876	9.56
Feb 29, 1876	9.75
Jan 31, 1876	9.94
Dec 31, 1875	10.04
Nov 30, 1875	10.18
Oct 31, 1875	10.33
Sep 30, 1875	10.55
Aug 31, 1875	10.69
Jul 31, 1875	11.01
Jun 30, 1875	11.24
May 31, 1875	11.27
Apr 30, 1875	11.21
Mar 31, 1875	11.53
Feb 28, 1875	11.75
Jan 31, 1875	11.97
Dec 31, 1874	12.19
Nov 30, 1874	12.19
Oct 31, 1874	12.09
Sep 30, 1874	11.89
Aug 31, 1874	11.89
Jul 31, 1874	11.80
Jun 30, 1874	11.89
May 31, 1874	11.62
Apr 30, 1874	11.52
Mar 31, 1874	11.35
Feb 28, 1874	11.35
Jan 31, 1874	11.35
Dec 31, 1873	11.52
Nov 30, 1873	11.74
Oct 31, 1873	11.31
Sep 30, 1873	10.99
Aug 31, 1873	10.93
Jul 31, 1873	10.87
Jun 30, 1873	10.81
May 31, 1873	10.43
Apr 30, 1873	10.15
Mar 31, 1873	10.09
Feb 28, 1873	10.03
Jan 31, 1873	10.20
Dec 31, 1872	10.14
Nov 30, 1872	9.93
Oct 31, 1872	10.17
Sep 30, 1872	9.89
Aug 31, 1872	9.90
Jul 31, 1872	9.92
Jun 30, 1872	9.72
May 31, 1872	9.59
Apr 30, 1872	9.53
Mar 31, 1872	9.68
Feb 29, 1872	9.77
Jan 31, 1872	9.71
Dec 31, 1871	9.65
Nov 30, 1871	9.87
Oct 31, 1871	9.87
Sep 30, 1871	10.02
Aug 31, 1871	10.26
Jul 31, 1871	10.10
Jun 30, 1871	10.10
May 31, 1871	9.95
Apr 30, 1871	9.72
Mar 31, 1871	9.37
Feb 28, 1871	9.50
Jan 31, 1871	9.79
